year,locationabbr,locationdesc,facilityname,city,clinic_status,topic,subtopic,data_value,clinicid,geolocation,year
2020,AZ,Arizona,Arizona Reproductive Institute,Tucson,Open,Clinic Services & Profile,Fertility preservation cycles,*,509,POINT (-110.9456203 32.3344193),2020
2020,CA,California,"Tree of Life Center for Fertility, Kinderwunschzentrum Los Angeles",Tarzana,Open,Clinic Services & Profile,Donated embryo services,Yes,171,POINT (-118.5329516 34.170472),2020
2020,NY,New York,"Boston IVF, The Albany Center",Loudonville,Open,Clinic Services & Profile,Donated embryo services,No,507,POINT (-73.7675463 42.697359),2020
2020,TX,Texas,"Inovi Fertility & Genetics Institute, Inovi Fertility & Genetics Institute",Houston,Open,Clinic Services & Profile,Gestational carrier services,Yes,841,POINT (-95.4306 29.733),2020
2020,NJ,New Jersey,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Livingston,Open,Clinic Services & Profile,Total cycles,2010,54,POINT (-74.3047629 40.7631494),2020
2020,TN,Tennessee,"Fertility Center, LLC",Chattanooga,Open,Clinic Services & Profile,Deliveries,85,132,POINT (-85.159643 35.020259),2020
2020,AZ,Arizona,IVF Phoenix,Scottsdale,Open,Clinic Services & Profile,Verified lab accreditation,Yes,384,POINT (-111.8755363 33.5756287),2020
2020,GA,Georgia,"Pathways Fertility, Pathways Fertility",Atlanta,Reorganized,Clinic Services & Profile,Gestational carrier services,Yes,837,POINT (-84.38798 33.749),2020
2020,FL,Florida,IVFMD/South Florida Institute for Reproductive Medicine,South Miami,Reorganized,Clinic Services & Profile,Verified lab accreditation,Yes,45,POINT (-80.2951534 25.7028066),2020
2020,TX,Texas,IVFMD-Arlington,Arlington,Open,Clinic Services & Profile,Verified lab accreditation,Yes,827,POINT (-97.1133526 32.6905651),2020
2020,MA,Massachusetts,Brigham and Women's Hospital Center for Assisted Reproductive Technology,Boston,Open,Clinic Services & Profile,Fertility preservation cycles,146,473,POINT (-71.1067408 42.3362036),2020
2020,OH,Ohio,UC Center for Reproductive Health,West Chester,Open,Clinic Services & Profile,Deliveries,94,355,POINT (-84.3679973 39.3580095),2020
2020,NC,North Carolina,"Duke Fertility Center, Duke University Medical Center",Durham,Open,Clinic Services & Profile,Total infants born,105,333,POINT (-78.9283269 35.9223902),2020
2020,WV,West Virginia,"Cabell Huntington Hospital, Center for Advanced Reproductive Medicine",Huntington,Open,Clinic Services & Profile,Total cycles,44,493,POINT (-82.4268842 38.4090966),2020
2020,IL,Illinois,Southern Illinois University School of Medicine Fertility and IVF Center,Springfield,Open,Clinic Services & Profile,Fertility preservation cycles,*,174,POINT (-89.6582196 39.8094222),2020
2020,CA,California,Spring Fertility,San Francisco,Open,Clinic Services & Profile,Verified lab accreditation,Yes,723,POINT (-122.4224403 37.7867053),2020
2020,KS,Kansas,The Center for Reproductive Medicine,Wichita,Open,Clinic Services & Profile,Verified lab accreditation,No,846,POINT (-97.33754 37.69224),2020
2020,OH,Ohio,Cleveland Clinic Fertility Center,Beachwood,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,380,POINT (-81.4892344 41.5004534),2020
2020,NY,New York,The New York Fertility Center,Flushing,Open,Clinic Services & Profile,Fertility preservation cycles,*,113,POINT (-73.8261573 40.7538975),2020
2020,TX,Texas,Austin Fertility and Reproductive Medicine-Westlake IVF,Austin,Open,Clinic Services & Profile,Donor egg services,Yes,442,POINT (-97.8541355 30.3132975),2020
2020,PA,Pennsylvania,Reproductive Medicine Associates of Philadelphia,King of Prussia,Open,Clinic Services & Profile,Total infants born,408,146,POINT (-75.4032424 40.0973254),2020
2020,WA,Washington,Seattle Reproductive Medicine,Seattle,Open,Clinic Services & Profile,Total cycles,3388,50,POINT (-122.3414857 47.632569),2020
2020,CA,California,"Center for Reproductive Health & Gynecology, (CRH&G)",Beverly Hills,Open,Clinic Services & Profile,Fertility preservation cycles,35,482,POINT (-118.3766008 34.0672885),2020
2020,NJ,New Jersey,"Shore Institute for Reproductive Medicine dba, Morgan Fertility and Reproductive Medicine",Lakewood,Open,Clinic Services & Profile,Fertility preservation cycles,*,319,POINT (-74.200564 40.0506),2020
2020,CA,California,Pacific Reproductive Center,Torrance,Open,Clinic Services & Profile,Donated embryo services,Yes,188,POINT (-118.3497208 33.8149405),2020
2020,CA,California,Reproductive Science Center of the San Francisco Bay Area,San Ramon,Open,Clinic Services & Profile,Fertility preservation cycles,124,18,POINT (-121.9895739 37.7725456),2020
2020,SC,South Carolina,Coastal Fertility Specialists,Mount Pleasant,Open,Clinic Services & Profile,SART member,Yes,89,POINT (-79.8534693 32.8164581),2020
2020,CA,California,Alta Bates In Vitro Fertilization Program,Berkeley,Open,Clinic Services & Profile,Total infants born,31,95,POINT (-122.2563715 37.8559436),2020
2020,FL,Florida,"Specialists in Reproductive Medicine & Surgery, PA, Embryo Donation International, PL",Fort Myers,Open,Clinic Services & Profile,Total infants born,50,87,POINT (-81.8777924 26.559679),2020
2020,IL,Illinois,Carle Foundation Hospital Department of Reproductive Medicine,Urbana,Reorganized,Clinic Services & Profile,Donor egg services,No,844,POINT (-88.2036 40.1095),2020
2020,NY,New York,New York Fertility Institute,New York,Open,Clinic Services & Profile,Pregnancies,12,227,POINT (-73.9615353 40.7793023),2020
2020,PR,Puerto Rico,"GREFI, Gynecology, Reproductive Endocrinology & Fertility Institute",San Juan,Open,Clinic Services & Profile,Total infants born,15,145,POINT (-66.0706255 18.4418194),2020
2020,CO,Colorado,CNY Fertility Colorado,Colorado Springs,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,153,POINT (-104.7891021 38.8282693),2020
2020,TX,Texas,IVFMD-Arlington,Arlington,Open,Clinic Services & Profile,Total cycles,184,827,POINT (-97.1133526 32.6905651),2020
2020,CA,California,Innovative Fertility Center,Manhattan Beach,Reorganized,Clinic Services & Profile,Total cycles,138,512,POINT (-118.395726 33.9000539),2020
2020,CA,California,Fertility Care of Orange County,Brea,Open,Clinic Services & Profile,Fertility preservation cycles,*,148,POINT (-117.8980323 33.9219432),2020
2020,CA,California,Zouves Fertility Center,Foster City,Open,Clinic Services & Profile,Donor egg services,No,359,POINT (-122.2675786 37.5679205),2020
2020,FL,Florida,Palm Beach Fertility Center,Boca Raton,Open,Clinic Services & Profile,Donated embryo services,Yes,453,POINT (-80.1546332 26.3511591),2020
2020,NJ,New Jersey,"Cooper Institute for Reproductive Hormonal Disorders, PC",Mount Laurel,Open,Clinic Services & Profile,Fertility preservation cycles,8,186,POINT (-74.9419754 39.9182649),2020
2020,NY,New York,Center for Human Reproduction (CHR),New York,Open,Clinic Services & Profile,Pregnancies,41,441,POINT (-73.9663333 40.7698378),2020
2020,FL,Florida,"Advanced Reproductive Specialists, Jacksonville Center for Reproductive Medicine",Jacksonville,Open,Clinic Services & Profile,Verified lab accreditation,Yes,4,POINT (-81.5907066 30.2576625),2020
2020,CA,California,Alta Bates In Vitro Fertilization Program,Berkeley,Open,Clinic Services & Profile,Donor egg services,Yes,95,POINT (-122.2563715 37.8559436),2020
2020,CA,California,Reproductive Science Center of the San Francisco Bay Area,San Ramon,Open,Clinic Services & Profile,Donated embryo services,No,18,POINT (-121.9895739 37.7725456),2020
2020,OR,Oregon,"University Fertility Consultants, Oregon Health & Science University",Portland,Open,Clinic Services & Profile,Gestational carrier services,Yes,517,POINT (-122.6713956 45.4984733),2020
2020,KS,Kansas,Reproductive Resource Center of Greater Kansas City,Overland Park,Open,Clinic Services & Profile,Deliveries,106,386,POINT (-94.6619307 38.9301112),2020
2020,TN,Tennessee,Tennessee Fertility Institute,Franklin,Open,Clinic Services & Profile,Gestational carrier services,Yes,715,POINT (-86.8001856 35.9602141),2020
2020,MS,Mississippi,Positive Steps Fertility,Madison,Open,Clinic Services & Profile,Deliveries,63,809,POINT (-90.1450742 32.4707449),2020
2020,NY,New York,"Reproductive Medicine Associates of New York, LLP",New York,Open,Clinic Services & Profile,Fertility preservation cycles,843,130,POINT (-73.9709947 40.7636669),2020
2020,TX,Texas,The Centre for Reproductive Medicine,Lubbock,Open,Clinic Services & Profile,SART member,Yes,98,POINT (-101.8884377 33.5746752),2020
2020,TX,Texas,Aspire Fertility-Houston,Houston,Open,Clinic Services & Profile,Total infants born,294,252,POINT (-95.4104406 29.6986432),2020
2020,TX,Texas,Dallas-Fort Worth Fertility Associates,Dallas,Open,Clinic Services & Profile,Gestational carrier services,Yes,177,POINT (-96.76626 32.8835071),2020
2020,MD,Maryland,Shady Grove Fertility-Towson,Towson,Open,Clinic Services & Profile,Fertility preservation cycles,89,108,POINT (-76.6002778 39.4068181),2020
2020,CA,California,UCLA Fertility Center,Los Angeles,Open,Clinic Services & Profile,Fertility preservation cycles,142,361,POINT (-118.4471591 34.0648474),2020
2020,FL,Florida,Florida Fertility Institute,Clearwater,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,383,POINT (-82.7074751 28.0103991),2020
2020,MS,Mississippi,Positive Steps Fertility,Madison,Open,Clinic Services & Profile,Donor egg services,Yes,809,POINT (-90.1450742 32.4707449),2020
2020,CA,California,San Diego Fertility Center,San Diego,Open,Clinic Services & Profile,Total cycles,1658,705,POINT (-117.2373436 32.9276383),2020
2020,NY,New York,"NYC In Vitro Fertilization, PC",New York,Open,Clinic Services & Profile,Gestational carrier services,No,822,POINT (-73.9748035 40.7611595),2020
2020,PA,Pennsylvania,AHN Center for Reproductive Medicine,Pittsburgh,Open,Clinic Services & Profile,Fertility preservation cycles,32,628,POINT (-80.024935 40.5737825),2020
2020,OH,Ohio,SpringCreek Fertility,Dayton,Open,Clinic Services & Profile,Pregnancies,200,618,POINT (-84.1389377 39.6422362),2020
2020,TX,Texas,UT Health San Antonio Reproductive Health and Fertility Center,San Antonio,Open,Clinic Services & Profile,Total infants born,79,169,POINT (-94.1268081 36.0525016),2020
2020,LA,Louisiana,"Fertility Answers, LLC",Baton Rouge,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,606,POINT (-91.0373424 30.3857929),2020
2020,TX,Texas,Aspire Fertility-Austin,Austin,Reorganized,Clinic Services & Profile,Donor egg services,Yes,42,POINT (-97.7432311 30.3045832),2020
2020,OK,Oklahoma,OU Physicians Reproductive Medicine,Oklahoma City,Open,Clinic Services & Profile,Verified lab accreditation,Yes,9,POINT (-97.5009249 35.4774816),2020
2020,CA,California,"Reproductive Partners-Beverly Hills, Redondo Beach & Westminster",Redondo Beach,Open,Clinic Services & Profile,SART member,Yes,385,POINT (-118.3789201 33.8524925),2020
2020,CA,California,West Coast Fertility Center,Fountain Valley,Open,Clinic Services & Profile,Pregnancies,49,84,POINT (-117.9343068 33.715514),2020
2020,OH,Ohio,Reproductive Gynecology & Infertility-Akron,Akron,Open,Clinic Services & Profile,Deliveries,298,382,POINT (-81.4995028 41.0822656),2020
2020,TX,Texas,Austin Fertility and Reproductive Medicine-Westlake IVF,Austin,Open,Clinic Services & Profile,Pregnancies,79,442,POINT (-97.8541355 30.3132975),2020
2020,GA,Georgia,"Pathways Fertility, Pathways Fertility",Atlanta,Reorganized,Clinic Services & Profile,Embryo cryopreservation services,Yes,837,POINT (-84.38798 33.749),2020
2020,PA,Pennsylvania,Society Hill Reproductive Medicine,Philadelphia,Open,Clinic Services & Profile,Fertility preservation cycles,15,8,POINT (-75.1560763 39.9442703),2020
2020,TX,Texas,Fertility Center of Dallas,Dallas,Open,Clinic Services & Profile,Deliveries,78,445,POINT (-96.7776301 32.7907713),2020
2020,NJ,New Jersey,Damien Fertility Partners,Shrewsbury,Open,Clinic Services & Profile,Verified lab accreditation,Yes,381,POINT (-74.0723604 40.3262728),2020
2020,FL,Florida,Florida Institute for Reproductive Medicine,Jacksonville,Open,Clinic Services & Profile,Donor egg services,Yes,231,POINT (-81.6628112 30.3160239),2020
2020,PA,Pennsylvania,"University of Pennsylvania, Penn Fertility Care",Philadelphia,Open,Clinic Services & Profile,Donated embryo services,Yes,398,POINT (-75.1961285 39.9567829),2020
2020,TX,Texas,Center for Assisted Reproduction,Bedford,Open,Clinic Services & Profile,Deliveries,243,249,POINT (-97.129502 32.8344171),2020
2020,NY,New York,Extend Fertility,New York,Open,Clinic Services & Profile,Donated embryo services,No,805,POINT (-73.9806094 40.7654125),2020
2020,TX,Texas,Fertility Center of San Antonio,San Antonio,Open,Clinic Services & Profile,Total cycles,582,123,POINT (-98.5737759 29.5102941),2020
2020,NY,New York,Columbia University Fertility Center,New York,Open,Clinic Services & Profile,Donor egg services,Yes,75,POINT (-73.9814629 40.7667749),2020
2020,NJ,New Jersey,Fertility Institute of New Jersey and New York,Oradell,Open,Clinic Services & Profile,Total infants born,136,266,POINT (-74.0300667 40.9634163),2020
2020,IL,Illinois,Vios Fertility Institute-Chicago,Chicago,Open,Clinic Services & Profile,SART member,Yes,807,POINT (-87.6436037 41.877024),2020
2020,CA,California,Santa Barbara Fertility Center,Santa Barbara,Open,Clinic Services & Profile,Deliveries,32,12,POINT (-119.7025478 34.433101),2020
2020,CA,California,Fertility Center of Southern California,Irvine,Open,Clinic Services & Profile,Total cycles,286,211,POINT (-117.7941488 33.6757475),2020
2020,KS,Kansas,Blue Sky Fertility,Overland Park,Open,Clinic Services & Profile,Fertility preservation cycles,5,803,POINT (-94.6660818 38.8695272),2020
2020,NC,North Carolina,"Carolina Conceptions, PA",Raleigh,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,358,POINT (-78.7071331 35.8162475),2020
2020,CA,California,UCLA Fertility Center,Los Angeles,Open,Clinic Services & Profile,SART member,Yes,361,POINT (-118.4471591 34.0648474),2020
2020,TN,Tennessee,Tennessee Reproductive Medicine,Chattanooga,Open,Clinic Services & Profile,Gestational carrier services,Yes,307,POINT (-85.1829676 35.0538913),2020
2020,CA,California,Santa Barbara Fertility Center,Santa Barbara,Open,Clinic Services & Profile,Donor egg services,Yes,12,POINT (-119.7025478 34.433101),2020
2020,NC,North Carolina,Womack Army Medical Center,Fort Bragg,Reorganized,Clinic Services & Profile,Embryo cryopreservation services,Yes,209,POINT (-79.0020927 35.14615),2020
2020,IL,Illinois,Carle Foundation Hospital Department of Reproductive Medicine,Urbana,Reorganized,Clinic Services & Profile,Donated embryo services,No,844,POINT (-88.2036 40.1095),2020
2020,IL,Illinois,InVia Fertility Specialists,Hoffman Estates,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,425,POINT (-88.1412181 42.0541958),2020
2020,SD,South Dakota,Sanford Women's Health,Sioux Falls,Open,Clinic Services & Profile,Gestational carrier services,Yes,269,POINT (-96.7435654 43.5345937),2020
2020,ME,Maine,"Boston IVF, LLC The Maine Center",South Portland,Open,Clinic Services & Profile,Verified lab accreditation,Yes,103,POINT (-70.3086961 43.6165517),2020
2020,GA,Georgia,Reproductive Biology Associates,Atlanta,Open,Clinic Services & Profile,Verified lab accreditation,Yes,196,POINT (-84.3495338 33.9069838),2020
2020,NJ,New Jersey,Diamond Institute for Infertility & Menopause,Millburn,Open,Clinic Services & Profile,Pregnancies,102,463,POINT (-74.2868409 40.7229841),2020
2020,CT,Connecticut,Yale Fertility Center,Orange,Open,Clinic Services & Profile,Deliveries,155,431,POINT (-72.9970282 41.2537803),2020
2020,TX,Texas,Dallas IVF,Frisco,Open,Clinic Services & Profile,Pregnancies,372,253,POINT (-96.8408548 33.1021815),2020
2020,AL,Alabama,Fertility Institute of North Alabama,Huntsville,Open,Clinic Services & Profile,Donated embryo services,No,830,POINT (-86.5845857 34.7208713),2020
2020,IA,Iowa,"University of Iowa Hospitals and Clinics, Center for Advanced Reproductive Care",Iowa City,Open,Clinic Services & Profile,Gestational carrier services,Yes,255,POINT (-91.5161819 41.677803),2020
2020,KY,Kentucky,Bluegrass Fertility Center,Lexington,Open,Clinic Services & Profile,Gestational carrier services,No,328,POINT (-84.5136597 38.0182113),2020
2020,AZ,Arizona,Gondra Center for Reproductive Care & Advanced Gynecology,Phoenix,Open,Clinic Services & Profile,Gestational carrier services,Yes,725,POINT (-111.9793567 33.675675),2020
2020,IL,Illinois,North Shore Fertility,Skokie,Open,Clinic Services & Profile,SART member,No,520,POINT (-87.7349243 42.0410291),2020
2020,IL,Illinois,Fertility Centers of Illinois-River North IVF,Chicago,Open,Clinic Services & Profile,Total cycles,3230,275,POINT (-87.6444211 41.8990278),2020
2020,NY,New York,Manhattan Reproductive Medicine,New York,Open,Clinic Services & Profile,SART member,No,25,POINT (-73.9605328 40.7717116),2020
2020,KS,Kansas,Center for Advanced Reproductive Medicine,Overland Park,Open,Clinic Services & Profile,Total cycles,1000,508,POINT (-94.6481872 38.933094),2020
2020,CA,California,"CCRM San Francisco, Bay Area Center for Reproductive Medicine, LLC (BACRM)",Menlo Park,Open,Clinic Services & Profile,Donated embryo services,No,804,POINT (-122.1825457 37.4809156),2020
